Дата,Время,Место,Улица,Дом,Адрес,Дорог,Килом,Метр,Full Addre,Latitude,Longitude,Погиб,Поги_1,Ранен,Ране_1,join_id,join_@id,join_area,join_highw,join_surfa,join_int_r,join_lanes,join_maxsp,join_max_1,join_onewa,join_ref,join_name,join_snowp,join_descr,join_smoot,join_troll,join_width,DTP_ID,Crossing_T,Crossing_D,Traf_light,Traf_lig_1,stops_Targ,stops_Dist,bump_Targe,bump_Dista
23.07.2020,11:00,"Новгородская область, Великий Новгород",Рабочая ул,"11",,,,,"Новгородская область, Великий Новгород Рабочая ул 11",58.5583740000,31.2635410000,"0","0","0","0",way/31377068,way/31377068,,secondary,asphalt,,"4",,,,,Рабочая улица,,,bad,,,"1203",node/301129611,719.500136514328005,node/6092334694,768.925809331750315,node/2016732103,568.756837825932394,node/6340964470,935.620142009821848
22.07.2020,23:50,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1204",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
22.07.2020,15:15,"Новгородская область, Великий Новгород",Великая ул,4-1,,,,,"Новгородская область, Великий Новгород Великая ул Fri Jan 03 2020 22:00:00 GMT+0100 (CET)",58.5317008000,31.2805225000,"0","0","0","0",way/199412426,way/199412426,,secondary,asphalt,,"2",,,,,Великая улица,,,bad,,,"1205",node/4609075397,495.441346256378722,node/300555665,663.816723429514127,node/286533595,714.160856070622231,node/287866254,151.664579896233960
22.07.2020,13:30,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1206",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
22.07.2020,10:50,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1207",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
22.07.2020,7:50,"Новгородская область, Великий Новгород",Большая Московская ул,"37",,,,,"Новгородская область, Великий Новгород Большая Московская ул 37",58.5288360000,31.2937270000,"0","0","0","0",way/31388093,way/31388093,,secondary,asphalt,,"4",,,,,Большая Московская улица,,,,,,"1208",node/4609041608,196.541570105618291,node/181321086,32.604933209960329,node/525298704,15.434166506688010,node/1319831809,805.514680496948927
22.07.2020,7:45,"Новгородская область, Новгородский район",,,,Юго-западный обход Великого Новгорода,"0","900","Новгородская область, Новгородский район   Юго-западный обход Великого Новгорода 0 900",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1209",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
22.07.2020,7:30,"Новгородская область, Великий Новгород",Державина ул,"2",,,,,"Новгородская область, Великий Новгород Державина ул 2",58.5446800000,31.3067010000,"0","0","0","0",way/172396361,way/172396361,,primary,asphalt,,"3",,,yes,,улица Державина,,,,,,"1210",node/1865585172,72.664981318080265,node/5273143697,162.676441787333431,node/892890934,79.800932850686991,node/1570949864,1800.676391200039916
21.07.2020,22:25,"Новгородская область, Великий Новгород",Кочетова ул,"32",,,,,"Новгородская область, Великий Новгород Кочетова ул 32",58.5260273000,31.2172877000,"0","0","0","0",way/440950058,way/440950058,,primary,asphalt,,"2",,,,,Нехинская улица,,,,,,"1211",node/2812443547,89.650777765997617,node/27019229,76.346600347309518,node/1106149214,140.270614729866708,node/299484497,812.053040556338601
21.07.2020,18:50,"Новгородская область, Великий Новгород",Александра Корсунова пр-кт,"10",,,,,"Новгородская область, Великий Новгород Александра Корсунова пр-кт 10",58.5447660000,31.2507840000,"0","0","0","0",way/175881828,way/175881828,,tertiary,,,"1",,,,,,,,,,,"1212",node/1864273548,273.973170511179262,node/1864273486,301.162812790425789,node/893969478,123.497442460006383,node/6425003413,1355.975183943625780
21.07.2020,16:00,"Новгородская область, Великий Новгород",Державина ул,"2",,,,,"Новгородская область, Великий Новгород Державина ул 2",58.5446800000,31.3067010000,"0","0","0","0",way/172396361,way/172396361,,primary,asphalt,,"3",,,yes,,улица Державина,,,,,,"1213",node/1865585172,72.664981318080265,node/5273143697,162.676441787333431,node/892890934,79.800932850686991,node/1570949864,1800.676391200039916
21.07.2020,16:00,"Новгородская область, Великий Новгород",Нехинская ул,"12",,,,,"Новгородская область, Великий Новгород Нехинская ул 12",58.5249556000,31.2389087000,"0","0","0","0",way/175868878,way/175868878,,secondary,asphalt,,"2",,,yes,,улица Ломоносова,,,bad,,,"1214",node/280982362,79.595609120383372,node/1864272938,78.504257132280287,node/299374453,21.526816020447153,node/6418400809,185.546927133540521
21.07.2020,15:35,"Новгородская область, Великий Новгород",Зелинского ул,"33",,,,,"Новгородская область, Великий Новгород Зелинского ул 33",58.5378160000,31.2263780000,"0","0","0","0",way/173155311,way/173155311,,tertiary,,,"2",,,,,улица Зелинского,,,,,,"1215",node/6723278180,57.538541359356842,node/177602477,135.324878577549100,node/299410746,145.369895299649045,node/299484492,96.877900090325099
21.07.2020,15:24,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1216",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
21.07.2020,13:30,"Новгородская область, Новгородский район",,,,Великий Новгород - Сольцы - Порхов - Псков,"36","0","Новгородская область, Новгородский район   Великий Новгород - Сольцы - Порхов - Псков 36 0",58.5267812000,31.2510759000,"3","0","1","0",way/47701335,way/47701335,,secondary,asphalt,,"4",,,,,Октябрьская улица,,,bad,,,"1217",node/898629221,22.563233168284746,node/293344545,43.079239538143241,node/286533607,33.647059735914517,node/6425003413,832.113082801232281
21.07.2020,12:50,"Новгородская область, Великий Новгород",Ильина ул,11/15,,,,,"Новгородская область, Великий Новгород Ильина ул 11/15",58.5184705000,31.2888596000,"0","0","1","0",way/31369564,way/31369564,,tertiary,,,"2",,,yes,,Михайлова улица,,,,,,"1218",node/6724059944,138.112003112094499,node/246262,579.380749571123488,node/455876719,136.205211413600750,node/1319831809,1315.210646296631921
