Дата,Время,Место,Улица,Дом,Адрес,Дорог,Килом,Метр,Full Addre,Latitude,Longitude,Погиб,Поги_1,Ранен,Ране_1,join_id,join_@id,join_area,join_highw,join_surfa,join_int_r,join_lanes,join_maxsp,join_max_1,join_onewa,join_ref,join_name,join_snowp,join_descr,join_smoot,join_troll,join_width,DTP_ID,Crossing_T,Crossing_D,Traf_light,Traf_lig_1,stops_Targ,stops_Dist,bump_Targe,bump_Dista
28.07.2020,19:00,"Новгородская область, Великий Новгород",Озерная ул,"11",,,,,"Новгородская область, Великий Новгород Озерная ул 11",58.5093770000,31.2429221000,"0","0","0","0",way/411260863,way/411260863,,tertiary,,,"2",,,,,Каберова-Власьевская улица,,,,,,"1135",node/6734742623,256.118146192777544,node/376294300,820.686543501922642,node/377612239,715.355228967122571,node/7765694918,181.234477918687588
28.07.2020,18:50,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1136",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
28.07.2020,18:30,"Новгородская область, Крестецкий район",,,,"""Россия"" Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление)","449","230","Новгородская область, Крестецкий район   ""Россия"" Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление) 449 230",58.5255698000,31.2741929000,"0","0","1","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1137",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
28.07.2020,18:15,"Новгородская область, Великий Новгород",Славная ул,"48",,,,,"Новгородская область, Великий Новгород Славная ул 48",58.5188632000,31.2928883000,"0","0","0","0",way/178223792,way/178223792,,tertiary,asphalt,,"2",,,yes,,Славная улица,,,,,,"1138",node/6724059955,457.518724899161384,node/246262,510.449399047429210,node/525298697,428.838470039021274,node/1319831809,1336.210556846551981
28.07.2020,17:35,"Новгородская область, Великий Новгород",Розважа ул,"15",,,,,"Новгородская область, Великий Новгород Розважа ул 15",58.5235188000,31.2576659000,"0","0","0","0",way/35356609,way/35356609,,primary,asphalt,,"4",,,,Р-56,Псковская улица,,,,,,"1139",node/177578311,118.742226671257185,node/256640,151.536908766610765,node/892696734,69.069370600921289,node/299480496,795.777795091669077
28.07.2020,17:30,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1140",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
28.07.2020,17:10,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1141",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
28.07.2020,12:05,"Новгородская область, Великий Новгород",Державина ул,"2",,,,,"Новгородская область, Великий Новгород Державина ул 2",58.5446800000,31.3067010000,"0","0","0","0",way/172396361,way/172396361,,primary,asphalt,,"3",,,yes,,улица Державина,,,,,,"1142",node/1865585172,72.664981318080265,node/5273143697,162.676441787333431,node/892890934,79.800932850686991,node/1570949864,1800.676391200039916
28.07.2020,10:00,"Новгородская область, Великий Новгород",Бредова-Звериная ул,16-2,,,,,"Новгородская область, Великий Новгород Бредова-Звериная ул Sat Feb 15 2020 22:00:00 GMT+0100 (CET)",58.5342454000,31.2776684000,"0","0","0","0",way/199412426,way/199412426,,secondary,asphalt,,"2",,,,,Великая улица,,,bad,,,"1143",node/6594679416,229.747580015818215,node/287861257,406.050723368444437,node/422675617,833.134409340677735,node/287866254,541.371778406666067
28.07.2020,9:20,"Новгородская область, Великий Новгород",Большая Санкт-Петербургская ул,"90",,,,,"Новгородская область, Великий Новгород Большая Санкт-Петербургская ул 90",58.5530970000,31.2702070000,"0","0","0","0",way/31378479,way/31378479,,primary,asphalt,,"2",,,yes,,Большая Санкт-Петербургская улица,,,,yes,,"1144",node/4570994118,70.845000997709462,node/6092334694,249.756718719855314,node/2016732103,52.130835192014850,node/3940315867,1440.106912429690738
28.07.2020,8:30,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1145",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
28.07.2020,7:00,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1146",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
27.07.2020,23:40,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1147",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
27.07.2020,23:30,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1148",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
27.07.2020,20:00,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1149",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
27.07.2020,19:50,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","1","1",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1150",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
27.07.2020,16:40,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1151",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
27.07.2020,14:30,"Новгородская область, Великий Новгород",Розважа ул,"11",,,,,"Новгородская область, Великий Новгород Розважа ул 11",58.5257510000,31.2763071000,"0","0","0","0",way/31389301,way/31389301,,primary,asphalt,,"4",,,,,улица Розважа,,,,,,"1152",node/5690048173,34.428728221650779,node/944850586,94.250845371091231,node/282529583,7.526122832567325,node/1319831809,450.045072859741992
27.07.2020,13:15,"Новгородская область, Великий Новгород",Нехинская ул,22 корпус 1,,,,,"Новгородская область, Великий Новгород Нехинская ул 22 корпус 1",58.5253010000,31.2269131000,"0","0","0","0",way/199409880,way/199409880,,primary,asphalt,,"4",,,,,Нехинская улица,,,,,,"1153",node/7150310999,72.133041769514435,node/288423993,191.227132410868478,node/893968218,199.046860864595430,node/6172339291,665.786947355338725
27.07.2020,12:30,"Новгородская область, Великий Новгород",Павла Левитта ул,"15",,,,,"Новгородская область, Великий Новгород Павла Левитта ул 15",58.5552750000,31.2750440000,"0","0","0","0",way/665630215,way/665630215,,primary,asphalt,,"2",,,yes,,Большая Санкт-Петербургская улица,,,,,,"1154",node/4609020193,218.625861120772441,node/3974064301,442.380886157029636,node/2016732104,295.923521616588459,node/3940315867,1867.259778338942851
27.07.2020,10:30,"Новгородская область, Великий Новгород",Большая Санкт-Петербургская ул,77/2,,,,,"Новгородская область, Великий Новгород Большая Санкт-Петербургская ул 77/2",58.5550810000,31.2701011000,"0","0","0","0",way/665630208,way/665630208,,primary,asphalt,,"2",,,yes,,Большая Санкт-Петербургская улица,,,,,,"1155",node/4570994118,68.449732886242685,node/6092334694,389.031441976792621,node/2016732104,17.383311504818408,node/3940315867,1573.300732015660060
27.07.2020,10:10,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1156",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
27.07.2020,9:40,"Новгородская область, Великий Новгород",Державина ул,2/116,,,,,"Новгородская область, Великий Новгород Державина ул 2/116",58.5446800000,31.3067010000,"0","0","0","0",way/172396361,way/172396361,,primary,asphalt,,"3",,,yes,,улица Державина,,,,,,"1157",node/1865585172,72.664981318080265,node/5273143697,162.676441787333431,node/892890934,79.800932850686991,node/1570949864,1800.676391200039916
26.07.2020,21:30,"Новгородская область, Чудовский район",,,,"""Россия"" Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление)","562","850","Новгородская область, Чудовский район   ""Россия"" Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление) 562 850",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1158",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
26.07.2020,19:40,"Новгородская область, Великий Новгород",Московская ул,"44",,,,,"Новгородская область, Великий Новгород Московская ул 44",58.5229080000,31.2903650000,"0","0","0","0",way/31388035,way/31388035,,tertiary,asphalt,,"4",,,,,Большая Московская улица,,,,,,"1159",node/929929861,9.562986566360278,node/246262,31.314638404455941,node/525298696,46.489139764958061,node/1319831809,874.921664805073078
26.07.2020,16:30,"Новгородская область, Великий Новгород",Московская ул,"7",,,,,"Новгородская область, Великий Новгород Московская ул 7",58.5336650000,31.3020540000,"0","0","0","0",way/172900774,way/172900774,,secondary,asphalt,,"2",,,,,Московская улица,,,,,,"1160",node/3941162662,16.967579263706284,node/1864659869,276.795111126758229,node/525298790,101.224775149877829,node/287866254,1314.162826758085657
26.07.2020,15:55,"Новгородская область, Крестецкий район",,,,"""Россия"" Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление)","465","900","Новгородская область, Крестецкий район   ""Россия"" Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление) 465 900",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1161",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
26.07.2020,14:30,"Новгородская область, Крестецкий район",,,,"""Россия"" Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление)","422","900","Новгородская область, Крестецкий район   ""Россия"" Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление) 422 900",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1162",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
26.07.2020,4:50,"Новгородская область, Новгородский район",,,,Великий Новгород - Сергово - Борки,"22","700","Новгородская область, Новгородский район   Великий Новгород - Сергово - Борки 22 700",58.5267812000,31.2510759000,"1","0","2","0",way/47701335,way/47701335,,secondary,asphalt,,"4",,,,,Октябрьская улица,,,bad,,,"1163",node/898629221,22.563233168284746,node/293344545,43.079239538143241,node/286533607,33.647059735914517,node/6425003413,832.113082801232281
25.07.2020,19:35,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1164",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
25.07.2020,18:00,"Новгородская область, Великий Новгород",Мира пр-кт,"28",,,,,"Новгородская область, Великий Новгород Мира пр-кт 28",58.5349143000,31.2316206000,"0","0","0","0",way/199408947,way/199408947,,primary,asphalt,,"4",,,,,проспект Мира,,,,yes,,"1165",node/5594305671,116.781576611895190,node/277429420,45.801808621445474,node/893968215,17.143623736560603,node/18485108,389.409863751120156
25.07.2020,15:40,"Новгородская область, Великий Новгород",Псковская ул,"29",,,,,"Новгородская область, Великий Новгород Псковская ул 29",58.5081574000,31.2330960000,"0","0","0","0",way/35356612,way/35356612,,primary,asphalt,,"4","60",,,Р-56,Псковская улица,,,,,,"1166",node/289087129,108.718366882537794,node/376294300,917.956389895661459,node/892703701,253.218109566898391,node/7765694938,433.967230535931719
25.07.2020,15:15,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1167",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
25.07.2020,10:15,"Новгородская область, Великий Новгород",Большая Санкт-Петербургская ул,96-1,,,,,"Новгородская область, Великий Новгород Большая Санкт-Петербургская ул 96-1",58.5546374000,31.2715339000,"0","0","1","0",way/31378479,way/31378479,,primary,asphalt,,"2",,,yes,,Большая Санкт-Петербургская улица,,,,yes,,"1168",node/4609020193,35.852647226787518,node/6092334694,440.432530727345636,node/2016732104,43.036929758251055,node/3940315867,1622.027883361112117
25.07.2020,10:00,"Новгородская область, Чудовский район",,,,"""Россия"" Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление)","551","300","Новгородская область, Чудовский район   ""Россия"" Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление) 551 300",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1169",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
25.07.2020,7:40,"Новгородская область, Великий Новгород",Белова ул,"13",,,,,"Новгородская область, Великий Новгород Белова ул 13",58.5227640000,31.2507161000,"0","0","2","1",way/209604615,way/209604615,,primary,asphalt,,"4",,,,,улица Белова,,,,,,"1170",node/486116232,16.457716908993316,node/18485000,45.174590301922819,node/286533593,172.238863610147462,node/6425003413,1068.141710058888293
25.07.2020,6:30,"Новгородская область, Великий Новгород",20 января ул,"6",,,,,"Новгородская область, Великий Новгород 20 января ул 6",58.5627850000,31.3146849000,"0","0","0","0",way/322879064,way/322879064,,tertiary,,,,,,,,улица Советской Армии,yes,,,,,"1171",node/6517705005,17.894659408717651,node/2475693877,56.907151535203852,node/1572585952,978.086813303204508,node/287014876,347.652680541095037
24.07.2020,23:25,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","1","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1172",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
24.07.2020,23:10,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1173",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
24.07.2020,22:45,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1174",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
24.07.2020,19:10,"Новгородская область, Великий Новгород",Федоровский Ручей ул,"27",,,,,"Новгородская область, Великий Новгород Федоровский Ручей ул 27",58.5225060000,31.2977029000,"0","0","0","0",way/31386304,way/31386304,,primary,asphalt,,"3",,,,,улица Фёдоровский Ручей,,,,,,"1175",node/929929863,10.110025112433831,node/181321086,734.184000484559192,node/598450199,402.040566029429044,node/1319831809,1276.459743008648047
24.07.2020,18:55,"Новгородская область, Великий Новгород",Большая Санкт-Петербургская ул,11/1,,,,,"Новгородская область, Великий Новгород Большая Санкт-Петербургская ул Fri Jan 10 2020 22:00:00 GMT+0100 (CET)",58.5525003000,31.2687173000,"0","0","0","0",way/649090149,way/649090149,,primary,asphalt,,"2",,,yes,,Большая Санкт-Петербургская улица,,,,yes,,"1176",node/5628073155,86.035849719069802,node/6092334694,117.992374238786326,node/2016733814,50.447187988564266,node/3940315867,1315.768641292641405
24.07.2020,18:05,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1177",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
24.07.2020,18:00,"Новгородская область, Великий Новгород",Псковская ул,"61",,,,,"Новгородская область, Великий Новгород Псковская ул 61",58.5178576000,31.2494566000,"0","0","0","0",way/35356610,way/35356610,,primary,asphalt,,"4","60",,,Р-56,Псковская улица,,,,,,"1178",node/5692729047,99.011744833643718,node/244045107,98.834452207790662,node/892696741,224.587073269894233,node/7765694918,1079.727839794059946
24.07.2020,17:40,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1179",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
24.07.2020,17:10,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1180",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
24.07.2020,16:40,"Новгородская область, Великий Новгород",Славянская ул,"20",,,,,"Новгородская область, Великий Новгород Славянская ул 20",58.5126220000,31.2502069000,"0","0","1","0",way/26193735,way/26193735,,tertiary,asphalt,,"2",,,,,Славянская улица,,,,,,"1181",node/3415956184,482.454047790042011,node/244045107,704.810750273676263,node/377612234,497.937321129677002,node/7765694918,561.897504086689878
24.07.2020,14:55,"Новгородская область, Великий Новгород",Большая Московская ул,17/19,,,,,"Новгородская область, Великий Новгород Большая Московская ул 17/19",58.5239670000,31.2903760000,"0","0","0","0",way/31367565,way/31367565,,secondary,asphalt,,"4",,,,,Большая Московская улица,,,,,,"1182",node/6724059956,24.606285289402940,node/246262,52.126747292839880,node/598450199,64.923680892029296,node/1319831809,838.559977944718071
24.07.2020,13:40,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1183",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
24.07.2020,11:40,"Новгородская область, Великий Новгород",Псковская ул,"11",,,,,"Новгородская область, Великий Новгород Псковская ул 11",58.5164950000,31.2475850000,"0","0","0","0",way/35356610,way/35356610,,primary,asphalt,,"4","60",,,Р-56,Псковская улица,,,,,,"1184",node/3415956184,90.833136827285415,node/244045107,272.249085863047583,node/377612234,52.114286440605667,node/7765694918,922.554391669569213
24.07.2020,11:10,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1185",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
24.07.2020,10:25,"Новгородская область, Великий Новгород",Ломоносова ул,"27",,,,,"Новгородская область, Великий Новгород Ломоносова ул 27",58.5313374000,31.2427502000,"0","0","0","0",way/175868882,way/175868882,,secondary,asphalt,,"2",,,yes,,улица Ломоносова,,,bad,,,"1186",node/2205077499,45.880560632142114,node/2205077490,95.622542671707492,node/455880570,44.393943173545132,node/6425003413,176.303631265799311
24.07.2020,9:50,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1187",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
24.07.2020,9:30,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1188",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
23.07.2020,23:00,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1189",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
23.07.2020,20:35,"Новгородская область, Чудовский район",,,,"""Россия"" Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление)","590","70","Новгородская область, Чудовский район   ""Россия"" Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление) 590 70",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1190",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
23.07.2020,19:30,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1191",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
23.07.2020,17:00,"Новгородская область, Великий Новгород",Большая Санкт-Петербургская ул,"51",,,,,"Новгородская область, Великий Новгород Большая Санкт-Петербургская ул 51",58.5500941000,31.2660523000,"0","0","1","0",way/665630196,way/665630196,,primary,asphalt,,"2","60",,yes,,Большая Санкт-Петербургская улица,,,,,,"1192",node/8261299730,25.792865454837109,node/281000784,84.827552462674788,node/565333511,174.146002134314358,node/3940315867,1012.035862800545146
23.07.2020,16:47,"Новгородская область, Великий Новгород",Лужское ш,9 стр 1,,,,,"Новгородская область, Великий Новгород Лужское ш 9 стр 1",58.5781074000,31.2761341000,"0","0","0","0",way/31396509,way/31396509,,primary,asphalt,,"2",RU:urban,,,,Лужское шоссе,yes,,,,,"1193",node/6517694767,826.226903958763501,node/269278679,798.582482472163861,node/6010350323,27.878315227815943,node/2355856386,2085.517280092203691
23.07.2020,16:20,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1194",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
23.07.2020,16:00,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1195",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
23.07.2020,15:20,"Новгородская область, Великий Новгород",Нехинская ул,"55",,,,,"Новгородская область, Великий Новгород Нехинская ул 55",58.5235287000,31.2337736000,"0","0","0","0",way/208699635,way/208699635,,primary,asphalt,,"4",,,,,Нехинская улица,,,,,,"1196",node/1839788936,238.226127550834974,node/288423994,134.104602713606226,node/299374454,149.656308629193745,node/6418406602,401.031927959006339
23.07.2020,15:15,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"1197",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
23.07.2020,14:50,"Новгородская область, Великий Новгород",Большая Московская ул,"32",,,,,"Новгородская область, Великий Новгород Большая Московская ул 32",58.5207390000,31.2887750000,"0","0","0","0",way/198192889,way/198192889,,tertiary,asphalt,,"4",,,,,Большая Московская улица,,,,,,"1198",node/6724059941,1.141088174084118,node/246262,293.956659420585595,node/525298697,192.114279144134997,node/1319831809,1027.559276378793129
23.07.2020,14:00,"Новгородская область, Великий Новгород",Воскресенский б-р,"4",,,,,"Новгородская область, Великий Новгород Воскресенский б-р 4",58.5254898000,31.2592705000,"0","0","1","1",way/31403716,way/31403716,,secondary,asphalt,,"2",,,yes,,Воскресенский бульвар,,,bad,,,"1199",node/2175070700,61.329720254047615,node/256640,399.866072560621603,node/286533599,43.499103899812518,node/299480496,591.124133847959115
23.07.2020,13:40,"Новгородская область, Великий Новгород",Газон ул,3/1,,,,,"Новгородская область, Великий Новгород Газон ул Thu Jan 02 2020 22:00:00 GMT+0100 (CET)",58.5245195000,31.2720215000,"0","0","1","0",way/423799995,way/423799995,,primary,asphalt,,"4",,,,,улица Газон,,,,,,"1200",node/5698502680,8.804098910593337,node/929986810,135.092007815981930,node/422675615,305.521978330734157,node/299480496,431.622266246710126
23.07.2020,13:00,"Новгородская область, Великий Новгород",Федоровский Ручей ул,"8",,,,,"Новгородская область, Великий Новгород Федоровский Ручей ул 8",58.5226040000,31.2919160000,"0","0","0","0",way/178220347,way/178220347,,tertiary,,,"2",,,yes,,Михайлова улица,,,,,,"1201",node/6724059955,78.321778592417871,node/246262,154.085309014590450,node/598450199,116.604002078602960,node/1319831809,1014.761045127816487
23.07.2020,12:30,"Новгородская область, Великий Новгород",Газон ул,"3",,,,,"Новгородская область, Великий Новгород Газон ул 3",58.5243750000,31.2712409000,"0","0","0","0",way/423799995,way/423799995,,primary,asphalt,,"4",,,,,улица Газон,,,,,,"1202",node/5698502680,60.006605600954558,node/929986810,80.357960210924389,node/286533601,171.636453313023139,node/299480496,445.194416545581817
