id,join_id,join_geom_buffe,join_obj_cod,join_typ_cod,join_nlevel,join_btf,join_oneway,join_surface,join_splitter,join_speedlim,join_f_rspeed,join_t_rspeed,join_lanewidth,join_f_lanes,join_t_lanes,join_f_sidewalk,join_t_sidewalk,join_f_buslanes,join_t_buslanes,join_multidigit,join_rd_name,join_rd_e_name,join_rd_l_name,join_f_parking,join_t_parking,join_bicyclanes,distance,xcoord_bad,y_coord_bad,NUM_10NOND,10dead_NUM,50dead_Num,50notdead_,Cros_HubName,Cros_HubDist,traf_HubName,traf_HubDist,Stop_HubName,Stop_HubDist,Bump_HubName,Bump_HubDist,x,y
"6532","12329538","POLYGON((37.4600660579047 55.8216027338199,37.459919479451 55.8223082347905,37.4599158779742 55.8223336952148,37.4599139016806 55.822359583148,37.4599147691496 55.8223988275701,37.4599179132531 55.8224248164136,37.4599263444614 55.8224628761761,37.459934","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000294216845929,6779607.03009,6197811.76696,0,0,0,0,n434429902,299.180948238858036,n5222359839,445.176366443181848,n4854442613,420.450243520997276,"1712011",847.255777178655649,37.46059,55.82155
"6538","11905579","POLYGON((37.4391609776391 55.8605289704979,37.4392001817509 55.860529434381,37.4392387230658 55.8605222410078,37.4392751204626 55.8605076668159,37.4393079752098 55.860486271883,37.439336024718 55.8604588784046,37.4393581910602 55.8604265390966,37.4393736","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000242436854532,6777985.84942,6202009.83536,0,0,0,0,n613548255,134.393351732713569,n1797917652,330.619964892109238,n6939552999,173.043300570944183,"1711688",812.642331562633331,37.43910,55.86008
"6539","17131130","POLYGON((37.536825525429 55.8138747407369,37.5363450664408 55.814111726758,37.5358249824103 55.8143269523172,37.5351471027553 55.8145654099673,37.534532959148 55.8147761824051,37.5338677588858 55.8149545173069,37.5331821679582 55.8151064459997,37.5325840","4008435","7730","1","0","0","3","2","77","40","40","0","1","1","0","0","0","0","0",Рижское направление,,,"0","1","0",0.000036814826761,6784004.04070,6197438.84932,0,0,0,0,n5833349166,166.278249898180036,n39692850,586.817784769529339,n6240555197,194.009726458985057,"57287909",1214.120810778507348,37.53014,55.81565
"6546","13105315","POLYGON((37.5506486372298 55.833557743778,37.5506604487921 55.8335951291303,37.5506793269189 55.833629491812,37.5507045461344 55.8336595112846,37.5507351372784 55.8336840339166,37.5507699247503 55.8337021173169,37.550807571687 55.8337130665507,37.5508466","0","7701","7","0","0","2","0","20","5","5","0","0","0","5","5","0","0","0",,,,"0","1","0",0.000063441401713,6785164.61147,6199487.97850,0,0,0,0,n1264096890,58.204271003913334,n43079173,368.214363958221838,n943094278,52.585837927883837,"1079261823",1646.659970195766391,37.55074,55.83331
"6547","267809","POLYGON((37.3823605865136 55.9441203774061,37.3824021137139 55.9441257549421,37.3824438504347 55.9441223678507,37.3824933476069 55.9441130612368,37.3824968985619 55.9441123602495,37.3826216745548 55.944086553249,37.382626568705 55.9440854769016,37.382749","1002211","7700","6","0","0","2","0","30","25","25","0","1","1","5","5","0","0","0",Бурцевская ул.,,,"0","0","0",0.001447356021386,6773992.97896,6210866.73988,0,0,0,0,n3908176758,1223.191230342065637,n277515585,2135.936627892739580,n3601322953,1057.189067985579868,"19645465",9084.486670235670317,37.38447,55.94167
"6563","13107269","POLYGON((37.5637464241374 55.8067798727356,37.5637025977148 55.8067718571554,37.5636635249196 55.8067686176727,37.5636245709056 55.80677306316,37.5635872326535 55.8067850227797,37.5635529450516 55.8068040369302,37.5635230257531 55.8068293749085,37.563498","0","7701","7","0","0","2","0","20","5","5","0","0","0","5","5","0","0","0",,,,"0","1","0",0.000024333906079,6786169.82380,6196609.62363,0,0,0,0,n1382908417,155.864946473829121,n43217300,465.177597576058815,n2823575135,464.036826731717099,"628292566",1054.966599209533115,37.56370,55.80695
"6569","19402772","POLYGON((37.4827810673912 55.8264233216568,37.4827050454943 55.8263278942377,37.4826312053011 55.8262319682423,37.4825598014776 55.8261361199147,37.4824407210362 55.8259681607198,37.4823539066995 55.8258384864076,37.4823508265714 55.8258340179907,37.4822","0","7701","7","0","0","2","0","20","5","5","0","0","0","5","5","0","0","0",,,,"0","1","3",0.000097879308060,6780872.83342,6198175.77134,0,0,0,0,n3567100604,679.903020819154335,n266715081,793.864437865743639,n5936223088,950.187828511308339,"19645371",1848.440551682638670,37.48110,55.82408
"6572","13300115","POLYGON((37.3894053523731 55.9490089205034,37.388273294501 55.9487116417134,37.3882717661955 55.9487112468202,37.3872206984475 55.9484440855284,37.3869541527801 55.9483724898838,37.3868521931266 55.9483426155436,37.3866069622822 55.9482705548458,37.38605","0","7700","4","0","0","2","1","20","20","20","0","1","1","1","1","0","0","0",,,,"0","0","0",0.000052083892371,6774182.10727,6211695.52439,0,0,0,0,n7309968825,1452.103969904146879,n277515585,2977.111865369474344,n5879865609,1477.216794685904915,"926244678",9621.226541605106831,37.38833,55.94899
"6591","12025634","POLYGON((37.4793875080617 55.8405912063386,37.4793823051505 55.8405903383847,37.4793714108645 55.8405888275902,37.4773742763249 55.8403676479773,37.4773706368892 55.8403672785748,37.477306676841 55.8403613770718,37.4772996202072 55.8403608516783,37.47723","0","7702","7","0","0","1","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000678847869173,6780495.90874,6200067.98588,0,0,0,0,n2979467275,293.486173631438021,n455006409,298.132553365054662,n6937811137,611.345335914675388,"1711914",1182.395279338075625,37.47706,55.84124
"6606","12936035","POLYGON((37.4364213813145 55.7783590719894,37.4364655318884 55.7783508869133,37.4365792586033 55.778316229405,37.4365887597479 55.7783130720098,37.4371408643215 55.7781141191282,37.437175966625 55.7780974578779,37.4372873577202 55.7780306179693,37.437308","0","7701","7","0","0","2","0","20","5","5","0","0","0","5","5","0","0","0",,,,"0","1","0",0.000087998250886,6778405.60233,6192877.16262,0,0,0,0,n2621451481,386.042367692331766,n616819789,1035.956629236837216,n1018599345,354.726256629209104,"1711571",2105.562484711501838,37.43645,55.77806
"6623","3287617","POLYGON((37.3528620536291 55.945183761817,37.3528535186902 55.9451886617715,37.3524091221192 55.9454585426096,37.3523777670245 55.9454820805705,37.3523516064376 55.9455112833317,37.352331645695 55.9455450286473,37.3523186518771 55.9455820197038,37.352313","1000720","7700","6","0","0","2","0","60","25","25","0","1","1","5","5","0","0","0",Колпинская ул.,,,"0","0","0",0.000203501571109,6772011.52654,6211166.76237,0,0,0,0,n7894292940,521.050219001168443,n277515585,2560.578236274281153,n3601322960,420.444230911295847,"19645465",10058.079790902005698,37.35316,55.94548
"6624","17103658","POLYGON((37.5225281592093 55.7601926781644,37.5224554860806 55.7602571528872,37.5223798235263 55.760320579205,37.5223012089033 55.7603831301231,37.5222197437166 55.7604445665489,37.5221353593856 55.7605049767788,37.5220480392179 55.7605643108522,37.52195","0","7730","7","0","0","3","2","77","40","40","0","1","1","0","0","0","0","0",,,,"0","1","0",0.000426102281674,6783037.44835,6191762.60924,0,0,0,0,n277444390,230.608753766149647,n264892270,333.091736242722675,n2491233110,546.284720168019362,"46565040",2534.124843117150249,37.50888,55.76539
"6628","13140221","POLYGON((37.5372901370012 55.9070021091061,37.5372898984716 55.9070020836725,37.536745949355 55.9069444143385,37.5367347909101 55.9069431927159,37.536734401873 55.9069431505094,37.536721391327 55.9069417518755,37.5366789178716 55.9069371406625,37.5366596","1015640","7700","1","1","1","2","0","100","75","0","0","5","0","1","1","0","0","1","МКАД, 82-й километр",,МКАД,"1","1","0",0.000000867183887,6783772.19950,6207647.04891,0,0,0,0,n4698692627,54.827664857333346,n1525928872,82.686651649616422,n1994411920,170.156835333038998,"1711899",891.149691928495372,37.53711,55.90719
"6631","12269223","POLYGON((37.5556268424299 55.7632994766141,37.5574962073764 55.7631960475055,37.5575147329252 55.7631962342939,37.5575399727141 55.7631948915746,37.5575607237971 55.763192465617,37.5575837764121 55.7631883912024,37.5576035393483 55.763183690909,37.557630","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000034131959160,6786056.61871,6191693.50093,0,0,0,0,n1392037084,144.405166494763051,n1642801592,222.109513122223547,n1456333364,182.037035036874869,"1711496",405.345654903357513,37.55675,55.76300
"6638","12940147","POLYGON((37.4136738639872 55.7910242723991,37.4137508459233 55.791039269124,37.4137577807642 55.7910404937789,37.4138387189713 55.7910533219662,37.4138450834714 55.7910542260984,37.4139113791393 55.7910625593673,37.4139171185362 55.7910631967777,37.41398","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.002056412757755,6777014.77726,6194441.50773,0,0,0,0,n3510807093,447.241287722724223,n5777491643,832.197537588089858,n1390700082,389.038317543959636,"628293602",1124.522245710138350,37.41594,55.79286
"6644","13388159","POLYGON((37.3507360040673 55.8345107073558,37.3507563397758 55.8345387017346,37.3507685568636 55.8345527767748,37.3507829253828 55.8345676943325,37.3507972085958 55.8345810630936,37.3508106883054 55.834592601703,37.350826947812 55.8346053146338,37.350840","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000057836640138,6772635.90156,6198769.43197,0,0,0,0,n3597407175,66.856970857373213,n269170758,363.383179951724571,n7490588104,96.822779888693489,"1711984",656.357166027449694,37.35066,55.83411
"6647","12258941","POLYGON((37.4817858123971 55.8716222629631,37.4817476357328 55.8716133343648,37.4817084507392 55.8716120252248,37.4816697632738 55.8716183858525,37.4816330600741 55.8716321718126,37.4815997516234 55.8716528533184,37.4815711179469 55.8716796355913,37.4815","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.001102289012361,6780597.74103,6203372.94298,0,0,0,0,n1607418667,95.525873306405231,n1724610691,456.864792180493623,n1250339154,95.070736009775985,"1711838",2016.695835319697835,37.48209,55.87077
"6656","12006540","POLYGON((37.5790533241278 55.8143820246599,37.579054695532 55.8144212075237,37.5790636847826 55.8144593699521,37.5790799464276 55.8144950453844,37.5791028555413 55.8145268628336,37.5791315317393 55.8145535995732,37.5791648730112 55.8145742281251,37.57920","0","7703","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000012352599849,6787093.37149,6197464.49128,0,0,0,0,n1301275190,130.033349158167852,n349913400,133.898596661611435,n6937152855,400.602381396489932,"628292543",188.568608608771427,37.57929,55.81406
"6660","13113600","POLYGON((37.4087723154974 55.8302443030035,37.4079671012462 55.8303894905211,37.4079293843111 55.8304001961445,37.4078944806598 55.8304180542715,37.4078637316202 55.830442378624,37.4078383188605 55.8304722344311,37.4078192189789 55.8305064743506,37.40780","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000025117272819,6776276.98084,6198601.52041,0,0,0,0,n3793488774,217.063117250648588,n4758756117,197.584974987766401,n7321890948,160.203863829024414,"19645423",1030.084939044633074,37.40843,55.83054
"6675","13194197","POLYGON((37.5709666897528 55.9030746418134,37.5709276630696 55.9030783962198,37.5708901187215 55.9030896922145,37.5708554995168 55.9031080956987,37.5708251358521 55.903132899437,37.5708001945859 55.9031631502355,37.5707816341973 55.9031976855731,37.57077","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000060388887019,6785929.06702,6207359.33976,0,0,0,0,n3973543486,223.451536472342752,n255617060,336.104741822068547,n1032343688,427.570108970411070,"1711898",562.453387977901002,37.57118,55.90334
"6714","12344469","POLYGON((37.4883403529033 55.7755266883839,37.4883504295896 55.7754882500841,37.4883575262804 55.7754433841866,37.4883594441821 55.7754267981864,37.4883992395491 55.7748853718646,37.4883997349147 55.7748748435395,37.4884022966217 55.774750886154,37.48842","0","7701","7","0","0","2","0","20","5","5","0","0","0","3","3","0","0","0",,,,"0","1","0",0.000011666958259,6781670.47278,6192757.84249,0,0,0,0,n1118914479,45.088476699921102,n1953905298,56.067582435166571,n1953905349,85.437309641304779,"19645313",1435.238432200703301,37.48819,55.77510
"6731","13134205","POLYGON((37.5097022211319 55.8477564918472,37.5097388577262 55.8477425298443,37.5097720665071 55.8477216886725,37.5098005712795 55.8476947692461,37.5098232766213 55.8476628060638,37.5098393099787 55.8476270274526,37.5098480551988 55.8475888083646,37.5098","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000036186472868,6782483.52343,6200902.43389,0,0,0,0,n639604992,187.236039980434015,n36160085,188.500982293979348,n1371437261,898.146471596774859,"1711978",1412.417451988843140,37.50955,55.84755
"6733","13241055","POLYGON((37.5609911967855 55.9430565178111,37.5611253833413 55.9430420173976,37.5612615990485 55.9430332573452,37.5613974235266 55.9430302072614,37.561570843604 55.9430360548485,37.5615768548649 55.9430361671224,37.5617563382587 55.943036821119,37.561762","0","7701","7","0","0","5","0","20","5","5","0","0","0","5","5","0","0","0",,,,"0","1","0",0.000032849184439,6785142.60348,6211925.56799,0,0,0,0,n2718596298,712.924063181368979,n2031705721,1371.480531374562588,n4516569724,950.347847258711909,"926244678",2130.406572167017202,37.56346,55.94468
"6738","12350598","POLYGON((37.5645655331889 55.7939231769679,37.5646022240959 55.7939093583242,37.5646355141137 55.7938886471611,37.5646641239257 55.7938618393968,37.5646869540729 55.7938299652388,37.5647031272054 55.793794249593,37.5647120217988 55.7937560649917,37.56471","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000028123743609,6786312.72889,6195147.79817,0,0,0,0,n5182712875,75.847386099589713,n8077034768,182.958508607905515,n4447489243,345.095692611197023,"1711606",383.992794982997736,37.56444,55.79378
"6739","11472983","POLYGON((37.3744326010997 55.9541300030335,37.3742309386761 55.954167720643,37.3742227590393 55.9541694280897,37.3736900580758 55.9542922923624,37.3736842508144 55.9542937235517,37.3729537408254 55.9544853870151,37.3729388238489 55.9544899292167,37.37200","1222810","7700","1","0","1","2","0","130","75","0","0","6","0","5","5","0","0","1",М11,,М11,"0","0","0",0.000195788578665,6773213.23510,6212278.87122,0,0,0,0,n7894292939,1857.537279241420947,n277515585,3388.104225370009317,n3601322961,1447.600686157544715,"19645465",10656.497856068839610,37.37346,55.95476
"6747","12022504","POLYGON((37.4355806949976 55.8255204970972,37.4355635044705 55.8255021278095,37.4355237091034 55.8254646363493,37.4355052397455 55.8254492237996,37.4354580781931 55.8254144571238,37.4354386322829 55.825401794415,37.4353763790337 55.8253662203531,37.43535","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000074830331142,6777993.24096,6198163.46217,0,0,0,0,n775844411,171.408361502139172,n2068375810,129.592965867549424,n7321890912,56.529728074504789,"1712011",977.196898367591416,37.43528,55.82563
"6754","13189143","POLYGON((37.5691839886907 55.8707007567614,37.5691959224757 55.8706634102442,37.5692003410122 55.870624453164,37.5691970744985 55.8705853826194,37.5691862484648 55.8705477000696,37.5691682789495 55.8705128536337,37.569143856511 55.870482182441,37.5691139","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000000383475768,6786019.46513,6203756.37633,0,0,0,0,n4247037013,468.168366016759080,n247787013,710.887382123253815,n1146568949,618.770022017754059,"628293544",541.493802625339413,37.56883,55.87102
"6755","12934579","POLYGON((37.4620593541858 55.7917452592472,37.4620203307445 55.7917490472011,37.4619827961208 55.7917603754664,37.4619481927493 55.791778808704,37.4619178504182 55.791803638535,37.4618929351661 55.7918339107629,37.4618744044723 55.791868462043,37.4618629","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000248873627600,6779927.41833,6194554.06161,0,0,0,0,n5124140776,190.234767724315304,n251471627,336.186202499230262,n4730767834,224.724953692480199,"1711571",511.868292301055646,37.46234,55.79219
"6760","13299154","POLYGON((37.3566844238578 55.939480871026,37.3566971836642 55.9394987713782,37.3567182940734 55.9395251851312,37.3567322767628 55.9395409077581,37.3567675805535 55.9395766291858,37.3567835740232 55.9395911520197,37.3568249863578 55.9396248609424,37.35684","1002673","7700","6","0","0","2","0","60","25","25","0","1","1","5","5","0","0","0",3-я Подрезковская ул.,,,"0","0","0",0.000149954564901,6772297.94025,6210500.93069,0,0,0,0,n7894292941,105.643260763698237,n277515585,1838.813164265584419,n321521263,429.958894819051864,"19645465",9334.560267588065472,37.35706,55.93936
"6791","13115080","POLYGON((37.3947066806639 55.8527759702383,37.3947458478793 55.852774207626,37.3947839186391 55.852764837737,37.3948194299052 55.8527482206511,37.3948510169997 55.8527249949535,37.3948774660482 55.8526960531947,37.3948977606286 55.8526625075903,37.394911","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000316739800450,6775261.62847,6200962.32517,0,0,0,0,n6544695059,34.669274925321531,n1003819369,460.722447929437806,n7490588095,192.340289260879445,"1079261827",818.704173760756589,37.39466,55.85226
"6792","13299246","POLYGON((37.3505301454484 55.9316229469916,37.3505377112025 55.9316142137045,37.3505630635388 55.9315935738585,37.3513117294168 55.93109346046,37.3514816063687 55.9309855956499,37.3516406474323 55.9309121224263,37.3516744566685 55.9308922701439,37.351703","0","7700","6","0","0","2","0","60","25","25","0","1","1","5","5","0","0","0",,,,"0","0","0",0.000482904231117,6771993.19059,6209479.08191,0,0,0,0,n277515593,281.111914032145762,n277515585,1328.363603342293572,n903977152,670.854365845032248,"19645465",8577.817208553280580,37.35117,55.93038
"6807","13390741","POLYGON((37.3652462033089 55.8536050504675,37.3652700546001 55.8536197315093,37.3652935904606 55.8536320348379,37.3653106268558 55.853639945302,37.365336677999 55.8536505846527,37.3653524088079 55.8536562541038,37.3653805260763 55.8536650782076,37.365395","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000224225848125,6773423.35195,6201007.39048,0,0,0,0,n5217885393,260.259764993515205,n248543382,441.583258025944815,n7437848561,223.891313384298684,"1079261825",511.022076915934690,37.36544,55.85370
"6823","13113287","POLYGON((37.4293430391439 55.8367164869795,37.4293607897034 55.8366815285013,37.4293713791302 55.836643778778,37.4293744004784 55.8366046885103,37.4293697376393 55.8365657599155,37.4293575698033 55.8365284889974,37.4293383645734 55.8364943080566,37.42931","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000222832059460,6777534.43081,6199335.24657,0,0,0,0,n1674898834,524.043649876751374,n248789403,851.063758674554265,n899715428,586.960752828388308,"19645423",1577.372677085646501,37.42918,55.83639
"6825","13197029","POLYGON((37.5504611620893 55.9046249235121,37.5505002810286 55.9046222993632,37.5505381363624 55.9046120939101,37.5505732733314 55.9045946993427,37.5506043416417 55.9045707841244,37.5506301473554 55.9045412673037,37.5506496987736 55.9045072831954,37.5506","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000133188895159,6784592.01021,6207405.70557,0,0,0,0,n4598824923,61.439557265789546,n2614836716,494.877231278905754,n4586321724,401.336928337888651,"1711899",130.985881796753119,37.54992,55.90454
"6861","12733771","POLYGON((37.4853269951536 55.7650831980561,37.4852801747167 55.7650957080318,37.4852274986481 55.7651040072237,37.4851716665082 55.7651073968216,37.4851057543552 55.7651051013232,37.485103242452 55.7651050296386,37.4836905518362 55.7650735951204,37.48365","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000054385635966,6781526.60220,6191647.62680,0,0,0,0,n976242208,217.761046102341538,n1360267125,595.492364485169787,n2491233115,217.385553594252826,"19645313",2552.807912466448670,37.48477,55.76524
"6862","13113200","POLYGON((37.4174021397471 55.8254132082911,37.4174328129311 55.8253887883535,37.417458132645 55.8253588535969,37.4174771258664 55.825324554397,37.4174890626964 55.8252872088531,37.4174934844094 55.8252482521332,37.4174902210814 55.8252091813224,37.417479","0","7702","7","0","0","6","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000077099513680,6776857.88028,6198070.11505,0,0,0,0,n3046921328,273.892374445611210,n347962521,286.570825290985340,n7321890934,298.610563555533247,"1711587",1413.326396191675485,37.41713,55.82544
"6865","13163700","POLYGON((37.382727526903 55.770070619564,37.3823579913835 55.7700343243762,37.3823187845288 55.7700343349772,37.382280333091 55.7700419942525,37.3822441147372 55.7700570078603,37.3822115213185 55.7700787988361,37.3821838053818 55.770106529765,37.38216203","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000340802875950,6775123.46565,6191805.33402,0,0,0,0,n7546106888,483.953486843035989,n80260458,699.949307138515223,n1456334140,1374.752102469159354,"628293602",3431.792690383349509,37.38322,55.77033
"6867","13173774","POLYGON((37.3961494971179 55.8022362792885,37.396155228633 55.80219749363,37.3961532833119 55.802158335064,37.3961437359124 55.8021203084321,37.3961269533357 55.8020848750766,37.3961035805267 55.8020533966813,37.3960745156894 55.8020270829434,37.39604087","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000246768752544,6775679.39392,6195405.71470,0,0,0,0,n7555197894,250.438978699503025,n250559452,364.483079959016777,n7559391403,269.565041996542504,"19645350",326.797620168088997,37.39568,55.80226
"6869","17335193","POLYGON((37.5353354971441 55.9224888277623,37.5353022844656 55.9225096627221,37.5352737746583 55.9225365768162,37.5352510633383 55.9225685357509,37.5352350232888 55.9226043113625,37.5352262709199 55.9226425288141,37.5352251425803 55.9226817194305,37.5352","0","7701","7","0","0","2","0","20","5","5","0","0","0","0","0","0","0","0",,,,"0","1","0",0.000038329671327,6783566.52308,6209356.53372,0,0,0,0,n4527805578,7.519467346862466,n900786405,364.806416622215977,n4516569157,530.925741097722835,"926244678",993.808849630576447,37.53562,55.92261
"6873","12049706","POLYGON((37.583163966565 55.8032762867425,37.5830698340553 55.8037128077084,37.5830653657543 55.8037517591122,37.5830685823524 55.8037908337979,37.5830793602374 55.8038285301473,37.5830972852213 55.803863399511,37.5831216684571 55.8038941018786,37.583151","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000208189704433,6787441.56595,6196284.67859,0,0,0,0,n3067986096,131.879070166666338,n601833394,253.852238301835541,n6937152857,378.818735305315499,"1711611",615.488724076129984,37.58358,55.80329
"6878","13300587","POLYGON((37.3718379690576 55.9038143090887,37.3718533826786 55.9039829100905,37.3718597884959 55.9040180140789,37.3718669750181 55.9040439987519,37.3718811654634 55.904080751113,37.3719022850153 55.9041140087333,37.3719295141799 55.9041424811301,37.37196","0","7701","7","0","0","5","0","20","5","5","0","0","0","5","5","0","0","0",,,,"0","1","0",0.000351669076687,6773495.21987,6206558.98618,0,0,0,0,n2414427925,507.422961759634688,n253731567,1180.345964717817651,n1479961720,841.063635770553674,"19645465",5306.200678446869460,37.37218,55.90338
"6890","13133228","POLYGON((37.5336786282949 55.8467298701219,37.5336688907224 55.8467598562407,37.5336639863792 55.8467910000211,37.5336635372216 55.8467967997118,37.5336642688491 55.8468352581669,37.5336723492679 55.846872865279,37.5336741458985 55.8468785136725,37.53368","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000036422063408,6784013.81908,6200919.26944,0,0,0,0,n1974380595,338.192062208799882,n36163522,574.333097306779337,n943098666,955.685240780478352,"1711699",1704.861389380995433,37.53392,55.84681
"6894","12733830","POLYGON((37.4786542138853 55.7629993684187,37.4786531992766 55.7629998678101,37.4786090021646 55.7630234196989,37.4785876429614 55.7630365850217,37.4785497340564 55.7630633714875,37.4785265885614 55.7630824842278,37.4784958661787 55.7631119998593,37.4784","0","7701","7","0","0","2","0","20","5","5","0","0","0","3","3","0","0","0",,,,"0","1","0",0.000144012886800,6781165.74555,6191351.88319,0,0,0,0,n976242208,368.949321612157178,n6253843024,636.470683974755730,n2491233117,125.178871332916941,"19645313",2901.453778489040360,37.47873,55.76280
"6895","13303934","POLYGON((37.3852036301724 55.9086339051115,37.3852308273889 55.9086547840019,37.3852659870436 55.9086721326689,37.3853038556725 55.9086822886778,37.3853429780053 55.9086848617388,37.3853818505927 55.9086797529707,37.3854189795831 55.9086671587005,37.3854","0","7701","7","0","0","5","0","20","5","5","0","0","0","5","5","0","0","0",,,,"0","1","0",0.000316445979395,6774277.03396,6207133.57811,0,0,0,0,n1482081380,181.920400726778922,n305953165,280.677557330325612,n1479961723,325.360410828843953,"19645465",5454.400898504180077,37.38522,55.90808
"6902","12206194","POLYGON((37.4374277574012 55.8739673703192,37.4374325701101 55.8739647348624,37.4376318164401 55.873852046829,37.4376387732474 55.8738479244447,37.4379690837774 55.8736430591813,37.4379712755403 55.8736416800787,37.4383436023865 55.8734040257669,37.43885","1001612","7700","3","0","0","2","1","60","60","60","0","2","2","1","1","0","0","0",ул. Свободы,,,"0","0","0",0.000024441467720,6777881.48092,6203430.18627,0,0,0,0,n7621696429,217.011573476943028,n249082844,205.529864019081145,n1368122442,154.207566007700763,"1711698",1678.529306579324611,37.43889,55.87286
"6912","11137481","POLYGON((37.5574740404073 55.768646753541,37.5575001142657 55.7686174733177,37.5575199748341 55.7685836689483,37.5575328588819 55.7685466395157,37.5575382712824 55.7685078080402,37.5575360040402 55.7684686667937,37.5575261442839 55.7684307199523,37.55750","1002870","7700","3","0","1","2","0","60","60","0","0","4","0","1","1","0","0","1",ул. 1905 Года,,,"0","0","0",0.000084470310599,6786037.18208,6192318.04662,0,0,0,0,n2701186046,82.562567269063408,n255881068,106.198935433449932,n6939553012,515.638913942132831,"1711516",788.371150621737911,37.55710,55.76861
"6913","13362697","POLYGON((37.3655110039045 55.8585644744754,37.365509667914 55.8585252903881,37.3655007131579 55.8584871198509,37.3654844837626 55.8584514297361,37.3654616034146 55.8584195915948,37.3654329513928 55.8583928289489,37.3653996287784 55.8583721702719,37.36536","0","7701","7","1","0","2","0","20","5","5","0","0","0","5","5","0","0","0",,,,"0","1","0",0.000133481787027,6773372.67342,6201548.57479,0,0,0,0,n2303773462,410.657687493558228,n617193965,660.779008727087898,n7321890891,417.801593582032012,"1079261825",1052.317089363828927,37.36518,55.85858
"6920","12363735","POLYGON((37.5551304870502 55.8091731698645,37.5544538168342 55.8102347241046,37.5544485406951 55.8102434879597,37.5538127998281 55.8113633248598,37.5535002310349 55.8118848550669,37.5534963496834 55.8118916275315,37.5531589896512 55.8125078492176,37.5530","0","7701","7","0","0","2","0","20","5","5","0","0","0","5","5","0","0","0",,,,"0","1","0",0.000026990001443,6785547.55176,6197026.96857,0,0,0,0,n965827103,245.791021123884036,n43183985,810.957688314809388,n5222633550,226.801910362724158,"55829209",1497.749212243364582,37.55425,55.81105
"6930","13194945","POLYGON((37.572864208331 55.9076802791057,37.5729032380652 55.9076765565502,37.5729407916194 55.9076652911991,37.5729754258316 55.9076469159736,37.5730058097285 55.9076221370233,37.5730307756739 55.9075919065894,37.5730493642406 55.9075573864104,37.57306","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000240881169614,6785972.14702,6207798.05630,0,0,0,0,n4505057550,152.031941754297463,n255617060,191.604071794973180,n1032343688,124.677806341397428,"4479714",584.786123938958553,37.57233,55.90724
"6933","13103127","POLYGON((37.5503727002821 55.8373459325,37.5503340011227 55.8373396434117,37.5502948186166 55.8373410249979,37.5502566585254 55.8373500241651,37.5502209873201 55.8373662950803,37.5501891758251 55.8373892124613,37.5501624465383 55.8374178956061,37.5501418","0","7702","7","0","0","2","0","20","5","5","0","1","1","5","5","0","0","0",,,,"4","4","0",0.000092735392662,6785135.47882,6199982.55731,0,0,0,0,n2038110535,204.750334188658854,n594964537,307.243560669305111,n6240555215,293.218918570955111,"1079261823",1857.202573759228471,37.55079,55.83776
